,hotel,urls,reviewer,review_overall,title,text,ReviewerValue,ReviewerLocation,ReviewerService,ReviewerRooms,ReviewerCleanliness,ReviewerSleepQuality,Date of Stay,Trip Type,Contributions,Helpful Vote
308,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or305-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Rebecca K ,5.0,Perfect micro wedding ceremony experience,"This review is for the reserving the cupola for an event on the rooftop. We worked with Manny to set up a very small micro wedding ceremony for less than 10 people, and reserved the cupola for an hour. Manny was amazing. Super fast responses during planning and he was always available to answer any questions. The day of the team was incredibly organized, professional, and everything was in place. As per our request, they had set up chairs for us, and brought out glasses of champagne at the end of the ceremony. Manny surprised us with a beautiful winter altar which was absolutely stunning. He also made sure that our zoom could be streamed using his personal hotspot. We were running about 20 minutes late but did not feel at all rushed, and they let us take pictures after our reservation ended since there wasn’t anybody immediately following. Obviously the view is stunning, and it was surprisingly quiet considering the rooftop is one level below. I would absolutely 10/10 recommend using the cupola and the team for an event.",,,,,,,November 2020,Traveled with family,1,
309,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or305-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,vickas123 ,5.0,"Lovely hotel, lovely people",Hey guys thank you very much for a wonderful hospitality. Specially Kevin! What an amazing person! Thank you so much we had an amazing stay! Food is amazing. Definitely brunch for sure on the hotel rooftop.,,,,,,,November 2020,Traveled with family,18,3.0
310,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or310-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Camilo M ,5.0,Proposal Event,This space was great for my surprise proposal for my girlfriend. Manny was extremely helpful providing resources as well as informing me of all the steps/timeline necessary throughout the entire process.Really recommend!!!!,,5.0,5.0,,,,October 2020,,1,
311,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or310-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Sarah M ,5.0,Great stay in our own City,"We had the best stay at LondonHouse. We had gotten married the weekend before, although our honeymoon was cancelled because of Covid19, we still wanted to ""get away."" So a small staycation fit the bill. LondonHouse was very clean and we were treated wonderfully. And very affordable! Ken at the front desk gave us an awesome upgraded room to help us celebrate with a view of the river! We also made a point to eat apps on the rooftop. Beautiful views and great food. Location is perfect and we walked to everything we had planned. We would highly recommend!",,,,,,,October 2020,Traveled as a couple,1,1.0
312,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or310-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Melissa C ,5.0,Elopement Ceremony,I cannot say enough good things about London House! Every member of staff was incredibly kind and helpful. Manny went above and beyond to help us execute our elopement ceremony from booking to day of. He made sure we were super well prepared and had everything we needed. We got engaged and married at London House because they do everything to give the best experience. Wouldn’t want to spend some of the most important days of my life anywhere else. Thank you!,,,,,,,October 2020,Traveled as a couple,1,1.0
313,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or310-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Bart H ,5.0,Londonhouse proposal package,"Had an unbelievable weekend staying at the Londonhouse Chicago Hotel. To start off the weekend I had their famed proposal package set up and it was nothing short of incredible. Manny (my proposal planner) was amazing throughout the entire process and set everything up beautifully; he was always available to help throughout the process and went above and beyond to make the experience special. The hotel itself was exceptional as well, every part of the weekend was worth the money spent 10 times over. I now have amazing memories that will last a lifetime, and I am forever grateful to Londonhouse and Manny for making my engagement spectacular. I look forward to staying with them in the future.",,,,,,,October 2020,Traveled as a couple,1,1.0
314,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or310-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Todd Thompson ,5.0,Love this place!,Outstanding service and safe protocols during Covid 19.  Stunning view of the river and great service from valet and bell captain who navigated street closures to check-us in a block away! Would heartily endorse this place!,,,4.0,4.0,,5.0,October 2020,,1,1.0
315,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or315-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Liz Root ,5.0,Get away,As Hilton Honors member we try to get into the city a few times a year.  This was our first time at the London House and we will definitely stay there again.  Great location and views. The roof top bar was an added bonus,,,,,,,October 2020,Traveled with friends,6,5.0
316,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or315-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Pawel ,5.0,Incredible!,Incredible views of the city and fantastic service. The staff was very detail-oriented and helped us get exactly what we wanted to get out of our visit. Communication was friendly and thorough. Would highly recommend 🙂,,,,,,,October 2020,Traveled as a couple,1,
317,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or315-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Carson Y ,5.0,Amazing service and amazing location!!!,I come to Chicago a lot and always stay at Hilton hotels but this was the first time I stayed at the Londonhouse and I was not disappointed at all!Before I even arrived I was greeted through their private message app to expect my arrival and made sure there wasn’t anything they could do to make my stay extra special and comfortable especially during COVID. Grace was super generous and as a loyal Diamond member she upgraded me to a junior corner suite before my arrival! Check in was a breeze and I got to meet Grace in person at the front desk and thanked her for taking care of me!The room was huge and I had amazing views of the river!!! Bed was super comfortable and love the bathroom very luxurious and shower pressure as great!I greatly enjoyed my stay there and will be returning very soon! I already have another trip booked back to Chicago and also staying at the Londonhouse!Thank you for the whole staff and also especially Grace one of the supervisors for making me feel so welcomed and taken care of! Carson,,,,,,,August 2020,Traveled with friends,73,50.0
318,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or315-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Rick D ,5.0,Amazing Property & Service,"In a recent stay the LH exceeded all expectations from the ease of valet to seamless checkout and everything in between. Amazing cocktails upstairs, a delicious Dinner and the most amazing river views available. Not to mention the ultra comfy bedding!",,,,,,,October 2020,,19,4.0
319,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or315-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,sanzelmo ,5.0,Birthday Weekend!,"I booked this room for my Aunt's 70th birthday surprise! Her and my uncle were so happy with the entire stay, Grace from the front desk was amazing by helping her get a view of the River! We enjoyed going to the rooftop to take some great pictures and loved the cocktails. Land and Lake had excellent dinner and breakfast service. This hotel is in a wonderful location of the city and is walkable to almost anything. Overall, she had an amazing birthday weekend and we will be back!",5.0,,5.0,,5.0,,July 2020,,10,
320,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or320-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Kushal P ,5.0,LondonHouse Proposal,If you’re planning to have an epic proposal with the love your life and want beautiful pictures then this is the place! Go to Manny! He made this whole experience amazing and easy for my fiancé and I!,,,,,,,October 2020,Traveled with friends,1,
321,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or320-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Calvin M ,5.0,Surprise Proposal,"We recently got engaged at the Cupola at the LH rooftop. Booking the cupola was pretty easy once I managed to get a hold of Manny via the email support line. It is corona time so it's understandably tough to do the booking in person. Manny was great and he made sure I knew everything I needed to, for the day of. He followed up before and after the event to make sure the plans were still on and that everything was satisfactory. The proposal experience was simply beautiful. Worth every penny. Would definitely recommend it.",4.0,,5.0,5.0,,,October 2020,,2,
322,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or320-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Cynthia B ,5.0,1st. ANNIVERSARY,"My husband and I stayed at the London house last weekend for our first anniversary and we were very pleased with the hotel. Despite the COVID we had a blast, all the staff were wearing mask and they're sanitizing frequently all the surfaces,the rooftop is amazing and the employees very attentive.",,,,,,,October 2020,Traveled as a couple,1,1.0
